land_id,location,latitude,longitude,area_sqft,zone_type,road_proximity_km,metro_proximity_km,infrastructure_score,year_established,soil_type,flood_risk,ownership_changes,litigation_count,survey_conflicts,area_mismatch,document_inconsistency_count,price_volatility,market_price,actual_value,location_score,dispute_risk,ownership_change_count,survey_conflict,price_change_pct,days_between_transfers,ownership_count_90days,price_vs_market_ratio,is_fraud,historical_prices,price_vs_area_median_ratio
441,Indiranagar,12.963426,77.62824,2143.03,industrial,5.742,1.381,76.04,2016,alluvial,False,3,0,0,0,1,0.2204,46679759.52,51224476.85,81.75,medium,3,0,0.2345,23.8,0,0.716,False,"[30128158.49, 31760374.39, 35892080.5, 39596546.29, 43551906.53]",
442,Old Madras Road,12.975996,77.671024,3056.9,residential,3.911,3.151,54.63,1999,rocky,False,2,1,0,0,0,0.217,25201558.49,26651351.45,71.28,medium,2,0,-0.0298,48.1,1,0.8115,False,"[16897222.75, 18494988.27, 19314814.75, 21485985.74, 23475945.07]",
443,Yelahanka,13.084599,77.585297,7946.0,commercial,2.181,1.299,72.64,2008,black cotton,False,2,0,0,0,0,0.3742,127758527.65,140257017.2,83.32,low,2,0,0.098,66.7,0,1.1245,False,"[82373059.05, 91298044.67, 96527333.83, 106926901.42, 117785850.67]",
444,Yelahanka,13.130808,77.604477,662.25,residential,2.768,3.203,81.66,1996,black cotton,False,3,0,0,0,1,0.2379,6462772.91,7575026.62,85.78,medium,3,0,0.0625,1837.4,0,0.9372,False,"[3800986.09, 4736003.27, 4928164.33, 5646762.28, 6087791.96]",
445,Devanahalli,13.221693,77.739054,12182.38,agricultural,0.986,0.5,58.4,1989,alluvial,False,1,0,0,0,0,0.1925,17491903.87,16750467.12,77.91,low,1,0,0.0569,168.9,0,1.0212,False,"[11179532.99, 12944200.69, 14078602.79, 14934950.84, 16119923.03]",
446,Mysore Road,12.957063,77.507578,958.53,residential,2.135,11.445,83.69,2020,red laterite,False,1,0,0,0,1,0.2039,6598267.24,7387774.41,80.77,low,1,0,-0.108,138.1,0,1.1918,False,"[4433670.41, 4781370.2, 5350494.94, 5359248.04, 6149385.15]",
447,Old Madras Road,13.030679,77.644657,2415.98,commercial,0.865,1.375,82.5,2001,red laterite,False,3,0,0,0,0,0.2457,45722042.14,46493581.38,89.37,medium,3,0,-0.2506,21.5,1,0.7836,False,"[28276880.1, 32896288.28, 36773159.64, 40911297.02, 41663601.22]",
448,Nagarbhavi,12.968707,77.515263,71505.18,agricultural,1.287,10.256,79.71,1985,sandy loam,False,1,0,0,0,1,0.1276,154381857.97,170665205.29,80.49,low,1,0,-0.0242,403.5,0,0.9254,False,"[98725021.99, 110859966.78, 118952669.35, 135789835.23, 143358701.39]",
449,Yelahanka,13.10868,77.58911,755.29,industrial,3.617,1.577,75.0,2022,alluvial,False,5,0,0,0,0,0.5643,8134588.35,8436499.92,82.98,high,5,0,-0.038,422.4,0,0.9059,False,"[5307323.83, 5957800.67, 6414657.92, 6862739.1, 7554914.29]",
450,Indiranagar,12.991512,77.690876,1349.73,commercial,0.699,6.09,96.04,2013,sandy loam,False,0,0,0,0,0,0.5765,53740909.98,63892047.55,92.52,low,0,0,-0.1242,77.2,0,1.064,False,"[34011352.18, 38809515.01, 43526845.69, 44954294.53, 48332026.04]",
451,Kengeri,12.913886,77.498003,2787.35,residential,4.563,1.13,64.56,2010,alluvial,False,1,0,0,0,0,0.1916,18143038.4,19033971.99,77.27,low,1,0,0.273,1006.5,0,1.1391,False,"[11810845.83, 12784383.29, 14344519.45, 15719274.89, 16095166.08]",
452,Malleshwaram,13.035681,77.572681,600.0,commercial,1.179,4.432,51.8,1991,rocky,False,1,0,0,0,0,0.0336,14702915.63,14631812.4,71.29,low,1,0,-0.2331,644.8,1,0.7336,False,"[9759751.12, 10242148.51, 11608731.75, 12450610.59, 13511403.99]",
453,JP Nagar,12.889394,77.591251,27095.7,agricultural,1.899,1.565,65.92,1991,black cotton,False,2,0,0,0,0,0.0653,83346205.18,89129700.34,80.0,low,2,0,0.0171,104.7,0,0.999,False,"[56998732.69, 60541462.45, 67351549.0, 71929344.24, 78545486.39]",
454,Tumkur Road,13.054808,77.528142,690.15,commercial,7.117,2.847,77.98,1995,rocky,True,2,1,0,0,0,0.5839,6831752.99,7259939.91,80.31,medium,2,0,0.3516,266.1,0,1.1565,False,"[4497667.96, 4953629.79, 5548361.18, 5896691.71, 6665761.7]",
455,Indiranagar,12.942035,77.649535,1683.24,residential,2.858,4.481,49.55,2004,alluvial,False,1,0,0,0,0,0.1266,23551370.3,26369687.34,68.62,low,1,0,0.2873,245.3,0,0.6661,False,"[15760827.39, 16420231.72, 18522422.79, 20441212.89, 21923733.61]",
456,Rajajinagar,12.949225,77.5482,3191.87,industrial,2.593,3.556,70.15,2001,black cotton,False,1,1,0,0,0,0.256,52794584.61,56562201.29,79.9,medium,1,0,0.3641,171.4,0,0.9884,False,"[35041743.93, 38853664.24, 40272145.24, 46756021.9, 48574378.25]",
457,Whitefield,12.968167,77.742113,600.0,commercial,3.109,3.435,72.52,2006,red laterite,False,3,1,1,1,1,0.1549,13658678.22,16571453.15,80.72,high,3,1,-0.0877,680.7,0,0.7812,False,"[8715355.48, 9670583.92, 11011237.49, 11673507.43, 12521305.97]",
458,Jayanagar,12.941668,77.580763,1430.93,commercial,6.256,0.5,58.06,2003,red laterite,False,1,0,0,0,1,0.649,35005501.64,36132738.67,73.0,low,1,0,0.2561,46.3,1,0.8845,False,"[22456758.0, 23947479.54, 27064738.99, 29236886.53, 32366668.37]",
459,Koramangala,12.967813,77.601706,701.38,residential,0.714,1.146,71.17,1991,sandy loam,False,5,0,0,0,0,0.1842,9992173.17,10322180.71,84.02,high,5,0,-0.2057,214.7,0,0.5491,False,"[6627647.24, 7305053.16, 8144970.17, 8799902.23, 9187084.45]",
460,Indiranagar,13.026796,77.655165,2707.5,commercial,2.375,3.393,55.44,1997,alluvial,False,1,0,0,0,1,0.2168,70382347.71,70222437.36,72.87,low,1,0,-0.009,223.5,0,1.2507,False,"[45775371.81, 50629462.87, 52574131.94, 58815347.35, 65220102.79]",
461,Indiranagar,13.004797,77.624766,1134.7,residential,1.279,0.5,70.52,1995,alluvial,True,3,0,0,0,0,0.363,20225788.4,21156109.62,83.71,medium,3,0,0.0146,253.0,0,0.936,False,"[13076823.13, 14769811.21, 16165923.19, 16677904.99, 19019763.77]",
462,Bellandur,12.940243,77.654801,1467.73,commercial,0.1,1.154,86.93,1983,red laterite,False,3,0,0,0,0,0.1778,31809107.78,33595957.0,92.45,medium,3,0,-0.084,790.3,0,0.8547,False,"[20789534.05, 23299136.5, 25807915.99, 27264933.09, 30374891.24]",
463,Nagarbhavi,12.966199,77.505713,1338.18,residential,0.335,1.041,52.86,1991,rocky,False,1,0,0,1,0,0.1339,13456630.07,14259785.5,75.3,medium,1,0,-0.0305,98.4,1,1.0591,False,"[8507442.89, 9434244.69, 10746134.33, 11473454.49, 12585079.82]",
464,Banashankari,12.894875,77.544198,2942.32,commercial,0.983,1.15,57.86,2012,black cotton,False,1,1,0,0,0,0.2195,59427961.61,62084577.94,77.13,medium,1,0,-0.0633,43.4,1,0.8124,False,"[40996952.35, 43255824.56, 47200265.74, 50074927.08, 53247477.61]",
465,Old Madras Road,13.007079,77.654993,5619.75,industrial,2.081,3.068,47.37,2001,rocky,False,1,0,0,0,1,0.6881,59500849.84,59340942.19,69.36,low,1,0,-0.1856,384.7,0,0.7953,False,"[38589220.69, 44110205.61, 46621369.66, 51648478.06, 57033346.35]",
466,Yelahanka,13.126508,77.584936,605.31,residential,5.332,3.489,75.01,1997,rocky,False,1,0,0,0,1,0.2193,5442289.07,5324101.28,79.91,low,1,0,0.2741,76.4,0,1.2719,False,"[3690037.04, 3965122.93, 4317923.74, 4515071.8, 4992734.81]",
467,Bannerghatta Road,12.911266,77.589649,687.6,industrial,3.915,9.587,59.82,2012,red laterite,False,2,0,0,0,1,0.2831,6624916.79,6715928.83,68.72,medium,2,0,0.0144,31.2,0,1.3256,False,"[4268996.24, 4657007.57, 5266603.91, 5950718.64, 6362273.5]",
468,Hoskote,13.044973,77.811842,1677.48,residential,2.015,1.951,80.11,2006,red laterite,False,3,1,0,0,1,0.3036,8846229.93,9906960.45,86.68,high,3,0,0.1104,222.5,0,0.8934,False,"[5793197.8, 6507186.61, 6859613.62, 7866791.16, 7950643.52]",
469,Electronic City,12.852181,77.689624,7660.62,agricultural,0.192,10.446,62.57,2021,red laterite,False,2,0,0,0,1,0.1846,11962102.91,13576699.45,72.76,medium,2,0,0.1009,99.2,0,1.1921,False,"[7993753.78, 8731280.0, 9269227.95, 10237457.93, 10853394.76]",
470,Old Madras Road,13.020568,77.661791,2574.75,commercial,0.842,4.222,70.89,1998,sandy loam,False,0,0,0,0,0,0.071,49610118.61,51327247.97,81.31,low,0,0,0.0737,179.3,2,1.0641,False,"[31163449.25, 34140637.85, 39953522.82, 43860648.15, 43992459.42]",
471,Whitefield,12.976798,77.750679,2880.97,commercial,1.142,9.752,90.69,1993,rocky,False,0,1,0,0,0,0.313,61451947.29,59859677.71,86.52,low,0,0,0.0832,120.3,0,0.7455,False,"[42203114.82, 44230643.46, 48903279.24, 51039021.95, 58773657.27]",
472,Old Madras Road,13.009443,77.653378,913.6,commercial,2.43,7.17,80.52,2004,alluvial,False,0,0,0,0,1,0.0772,14409987.23,14904506.97,82.34,low,0,0,-0.0164,38.9,0,0.8329,False,"[9424203.73, 10703400.24, 11735740.97, 12777299.49, 13214453.77]",
473,Koramangala,12.948512,77.629109,56069.39,agricultural,0.168,4.654,65.31,2013,black cotton,False,4,0,0,0,0,0.2899,207248269.59,245882783.31,78.78,medium,4,0,0.4146,328.7,0,1.2792,False,"[133849379.91, 146683270.17, 167436276.84, 179613326.18, 197172459.18]",
474,Tumkur Road,13.063946,77.506879,1105.06,residential,1.889,1.761,58.64,2003,sandy loam,True,0,0,0,0,0,0.5414,5785333.51,6421302.19,76.21,low,0,0,0.2502,11.0,1,0.7432,False,"[3889218.08, 3965584.68, 4726706.59, 5085407.77, 5337638.38]",
475,Malleshwaram,12.990671,77.600481,1440.6,residential,5.793,1.104,81.88,2017,alluvial,False,0,0,0,0,0,0.451,20633014.32,22253778.62,84.84,low,0,0,0.0646,1357.0,0,1.4106,False,"[13555804.89, 14804736.79, 16554303.02, 17591131.78, 19386337.57]",
476,Old Madras Road,13.0191,77.676632,1669.68,commercial,3.056,1.006,86.87,2002,rocky,False,1,0,0,0,0,0.4288,23692349.28,26236621.96,89.88,low,1,0,-0.0518,167.0,0,0.8972,False,"[15431919.45, 16853697.7, 18807051.41, 21657872.83, 21709045.36]",
477,Koramangala,12.931412,77.640385,63758.87,agricultural,3.987,12.161,76.94,1984,red laterite,True,3,1,0,0,0,0.1506,193001402.89,221534665.21,75.15,medium,3,0,0.0303,475.2,0,1.2845,False,"[124486122.6, 136382077.47, 150297077.23, 169130118.38, 182254631.07]",
478,Malleshwaram,12.973755,77.562483,680.47,commercial,2.862,12.735,94.01,2023,rocky,False,2,0,0,0,0,0.0965,18185582.86,17445418.11,84.24,low,2,0,0.1644,665.1,0,0.945,False,"[11818496.23, 13466895.69, 14655195.04, 15580558.42, 16354707.57]",
479,Old Madras Road,12.998768,77.660783,1009.42,commercial,0.579,5.161,41.51,2015,black cotton,False,1,0,0,0,0,0.0445,15407174.34,15600645.45,66.1,low,1,0,0.435,130.9,1,1.144,False,"[10270355.55, 11145446.57, 12178515.74, 13106560.27, 14558130.86]",
480,Malleshwaram,12.972226,77.590567,766.71,residential,0.293,8.61,81.84,2003,sandy loam,False,0,0,0,1,2,0.1652,10840321.88,10872728.87,83.77,medium,0,0,-0.2833,552.5,0,1.2511,False,"[7121765.46, 7753685.91, 8298167.85, 9554210.72, 10212646.7]",
481,BTM Layout,12.936202,77.585636,32035.33,agricultural,4.422,10.053,81.0,2015,sandy loam,False,1,0,1,1,0,0.4712,87924824.69,95055352.8,78.48,medium,1,1,0.2249,714.5,0,1.2502,False,"[57600261.15, 58633946.02, 69393974.58, 75191193.36, 80682464.46]",
482,Domlur,12.968018,77.67259,600.0,residential,2.973,2.866,86.81,1984,black cotton,True,2,0,1,0,0,0.3488,7784662.49,8183297.63,88.43,medium,2,1,0.3417,110.5,0,0.8948,False,"[5177459.96, 5716255.87, 6217894.03, 6856402.35, 7080571.14]",
483,Jayanagar,12.92369,77.549012,600.0,residential,2.14,3.967,91.77,2018,alluvial,False,1,0,0,1,0,0.5337,7838490.45,8567013.79,90.79,medium,1,0,-0.3117,1956.9,0,0.8457,False,"[5023899.53, 5655438.3, 6094896.32, 6855099.97, 7207930.79]",
484,BTM Layout,12.94501,77.624192,1235.59,residential,0.525,2.17,59.55,1985,alluvial,False,1,0,0,0,0,0.1408,15447721.06,15517512.09,77.57,low,1,0,0.0147,8.4,1,0.9854,False,"[10442155.84, 10834673.35, 12862385.41, 13912000.5, 14337106.18]",
485,Banashankari,12.92686,77.575866,986.99,residential,2.312,2.169,63.46,2015,sandy loam,False,2,0,1,0,0,0.104,9460917.04,10747948.44,77.91,medium,2,1,-0.2061,97.8,1,0.7659,False,"[6366472.55, 6736091.93, 7665856.85, 8103090.32, 8555424.04]",
486,Tumkur Road,13.021376,77.517739,860.83,residential,0.1,0.5,90.31,1983,sandy loam,False,1,0,0,0,0,0.0319,6765375.16,7003155.36,94.66,low,1,0,0.1676,605.7,1,1.0431,False,"[3919477.04, 4834711.17, 5382405.62, 5998224.43, 6296754.54]",
487,Koramangala,12.92641,77.621491,2339.19,residential,0.316,2.275,95.48,1989,red laterite,False,1,0,0,0,0,0.2058,42577439.96,46350575.56,95.64,low,1,0,-0.0296,86.3,0,0.8523,False,"[28529362.89, 30269203.39, 33348968.06, 37514161.18, 37498228.56]",
488,Bannerghatta Road,12.925957,77.610853,2338.57,commercial,0.935,4.477,34.02,1980,alluvial,False,0,0,0,0,0,0.0803,31812292.65,35746787.86,62.59,low,0,0,0.0275,479.3,0,1.1949,False,"[20686251.13, 22650376.96, 25997394.43, 27022477.17, 29914107.21]",
489,Mysore Road,12.93661,77.517038,1487.64,residential,1.466,2.193,80.39,2000,black cotton,False,2,0,0,0,0,0.39,10963455.2,12257786.49,87.12,low,2,0,-0.0428,773.9,1,0.8974,False,"[7328306.08, 7566407.56, 8630570.0, 9333926.93, 10403506.2]",
490,Tumkur Road,13.055504,77.514379,1456.93,residential,0.321,8.236,37.89,2019,alluvial,False,0,0,0,0,0,0.1268,7989662.97,8511052.31,62.06,low,0,0,0.24,1279.8,1,0.6864,False,"[5301154.46, 5715293.23, 6144465.0, 7036999.0, 7419576.11]",
491,Jayanagar,12.945678,77.568181,735.34,residential,0.319,1.617,94.99,2018,red laterite,True,3,1,0,0,1,0.2989,9457479.7,10378205.86,95.91,high,3,0,0.1173,257.2,1,1.2522,False,"[5841246.54, 6519536.26, 7554187.15, 7892114.32, 9147207.69]",
492,BTM Layout,12.928399,77.601624,799.6,residential,3.236,0.569,64.49,2016,sandy loam,False,1,0,0,0,0,0.2309,8286887.05,9628668.69,78.88,low,1,0,0.1177,1417.7,0,1.033,False,"[5231168.67, 5966498.89, 6573011.63, 7005837.44, 7335581.08]",
493,Sarjapur Road,12.949989,77.65495,600.0,residential,2.108,6.676,81.07,1982,sandy loam,False,1,1,0,0,0,0.0574,6284700.69,6762036.82,83.3,medium,1,0,0.1002,212.2,0,1.0052,False,"[4109049.82, 4430306.74, 4979561.73, 5389466.31, 5877865.77]",
494,Marathahalli,12.935574,77.718555,1123.8,residential,1.908,4.483,90.35,2010,red laterite,False,2,1,0,0,0,0.1398,10684049.98,10565721.47,89.87,medium,2,0,0.2031,98.4,0,1.197,False,"[7278374.45, 7575807.05, 8340216.29, 8832333.75, 9894459.38]",
495,Jayanagar,12.909271,77.573518,2321.62,commercial,1.506,1.107,71.47,2006,black cotton,False,0,0,1,0,0,0.4032,69502755.14,75119519.6,83.49,low,0,1,-0.0055,288.6,1,1.1569,False,"[45746532.71, 49369899.18, 55486037.9, 59525622.79, 62827340.45]",
496,Hebbal,13.011805,77.592833,3456.57,commercial,9.381,3.075,70.5,1996,sandy loam,False,3,0,0,0,0,0.1886,68475677.29,71036004.41,74.35,medium,3,0,0.4852,419.7,1,0.8629,False,"[44936458.02, 49020597.75, 54263903.56, 58112636.92, 62784797.24]",
497,Banashankari,12.919582,77.564992,1128.51,commercial,0.128,2.056,83.92,2002,rocky,False,2,0,0,0,0,0.0533,25289113.13,22144157.01,90.2,low,2,0,-0.2487,245.0,1,0.919,False,"[16517539.13, 18091528.11, 20850508.73, 22152621.02, 23794528.7]",
498,Koramangala,12.957188,77.616962,1889.69,residential,0.498,11.178,69.68,1992,sandy loam,True,4,1,0,0,0,0.0867,27166702.07,29131937.54,75.45,high,4,0,-0.3715,334.8,0,0.7997,False,"[17561924.99, 18459217.98, 21022900.82, 23011667.22, 25115624.55]",
499,Old Madras Road,12.989365,77.665182,600.0,residential,2.607,3.739,85.91,2006,rocky,False,1,0,0,0,0,0.263,5682015.48,5955692.86,87.62,low,1,0,-0.3922,215.4,0,0.7364,False,"[3689519.08, 4165607.71, 4519832.58, 5018265.52, 5248829.76]",
500,Old Madras Road,13.032267,77.629238,41468.78,agricultural,0.367,0.69,36.1,1999,red laterite,False,1,0,1,0,0,0.2445,58213198.14,65254040.45,67.17,medium,1,1,-0.4599,297.6,1,1.1041,False,"[38137984.34, 42313828.11, 46274516.79, 51555809.02, 55074079.75]",
501,Domlur,12.961603,77.657874,973.16,residential,2.225,2.79,36.19,1992,red laterite,False,2,0,0,0,0,0.1969,11482260.47,11338656.94,63.86,low,2,0,0.2283,1219.6,0,1.0706,False,"[7160474.68, 8240971.95, 9067776.78, 10368835.1, 10602767.27]",
502,Malleshwaram,12.98132,77.577838,3804.04,residential,2.097,7.938,79.81,2023,sandy loam,False,2,0,0,0,0,0.2864,48793467.25,45602390.29,81.67,low,2,0,0.1978,277.1,0,1.1369,False,"[30756977.79, 35559044.77, 39031832.26, 41890389.16, 45162978.58]",
503,Bannerghatta Road,12.858273,77.595728,1763.5,residential,8.852,4.453,57.95,2003,alluvial,False,1,0,0,0,0,0.1168,12663412.32,13319474.08,67.45,low,1,0,0.3619,116.8,0,1.2307,False,"[8471545.25, 8901467.56, 9917743.08, 10758290.62, 12054022.22]",
504,Devanahalli,13.216249,77.716918,1893.11,residential,5.372,7.392,74.4,2020,rocky,False,2,0,0,0,1,0.3367,9980481.05,10645305.02,76.45,medium,2,0,-0.2042,568.8,1,1.1394,False,"[6544300.07, 6973363.29, 7692055.27, 8957165.39, 9498068.06]",
505,Domlur,12.947583,77.612965,1825.54,residential,7.276,1.153,27.19,1982,black cotton,False,1,1,0,0,0,0.4272,21077466.76,22059008.68,56.12,medium,1,0,0.2464,164.7,0,1.1554,False,"[14055108.36, 15180938.76, 17287094.63, 17661481.86, 19919457.04]",
506,Marathahalli,12.955717,77.70276,1382.72,residential,0.301,8.77,97.45,2022,sandy loam,True,1,0,0,0,0,0.467,12593457.24,13115451.1,91.44,low,1,0,0.0742,677.6,1,0.626,False,"[8074100.29, 9004600.66, 10131635.14, 10794215.52, 11602427.75]",
507,Tumkur Road,13.076921,77.517167,3915.33,commercial,5.065,5.636,64.95,1989,black cotton,False,1,0,0,0,0,0.133,47309342.22,45662462.06,73.41,low,1,0,0.1016,23.4,1,0.9447,False,"[30282560.79, 32183272.18, 38096513.57, 39733574.17, 45756090.79]",
508,Devanahalli,13.262782,77.689111,600.0,residential,0.346,5.221,79.96,1980,sandy loam,False,4,1,0,0,0,0.3253,3748309.6,3861792.67,85.49,high,4,0,0.2164,161.5,1,1.1736,False,"[2414840.02, 2796946.63, 2825548.42, 3278382.75, 3560036.19]",
509,Mysore Road,12.933221,77.466578,1483.78,commercial,2.506,1.702,41.72,1992,alluvial,False,3,0,1,0,0,0.1258,17646275.6,17921762.06,67.24,high,3,1,-0.1291,39.6,0,0.7897,False,"[11930140.0, 12166034.57, 13692550.39, 15379262.09, 16463425.27]",
510,Nagarbhavi,12.971173,77.503415,2953.84,commercial,3.183,8.745,90.17,1993,alluvial,False,2,1,1,0,1,0.5023,56549866.98,63058169.22,85.23,high,2,1,0.7068,35.7,0,1.0165,True,"[37089202.51, 40308421.03, 46428344.02, 51583053.09, 52708977.31]",
511,BTM Layout,12.949631,77.597954,14186.41,agricultural,0.438,4.064,73.44,2012,alluvial,False,4,0,1,0,0,0.3896,50004868.43,53332831.22,83.07,high,4,1,0.393,429.6,0,1.0935,False,"[32956629.88, 36059754.49, 40788024.49, 43833383.87, 45438043.24]",
512,JP Nagar,12.947678,77.536758,2407.98,commercial,2.504,7.638,55.89,1981,alluvial,False,2,0,1,0,0,0.0576,48497164.3,49493305.83,69.58,medium,2,1,-0.0729,194.7,0,1.0797,False,"[30928870.6, 33938997.65, 40926584.63, 42323777.7, 44524580.95]",
513,Mysore Road,12.943712,77.501528,786.18,industrial,0.135,1.791,68.75,1981,red laterite,False,3,3,0,0,0,0.242,6839126.13,7937981.8,82.82,high,3,0,-0.2127,820.7,0,1.0664,False,"[4353028.27, 5034312.38, 5526686.9, 5990815.65, 6302178.49]",
514,Hoskote,13.089866,77.795158,1446.46,residential,0.868,0.63,73.51,2018,red laterite,False,3,0,0,0,1,0.376,6262160.61,6394771.02,85.47,medium,3,0,0.038,290.6,0,1.1078,False,"[4108709.24, 4522647.0, 4829846.63, 5269421.06, 5875405.2]",
515,Koramangala,12.962999,77.579021,775.69,residential,6.351,1.616,93.88,2020,rocky,False,3,0,0,0,0,0.3623,13435133.76,14497114.85,89.93,medium,3,0,0.1056,140.0,0,1.0325,False,"[8785623.87, 9821983.39, 10826305.67, 11957103.15, 12286186.81]",
516,Whitefield,12.939659,77.792699,2621.25,residential,0.471,2.43,57.11,2010,black cotton,False,4,2,0,0,1,0.1381,27611063.64,28392884.9,76.19,high,4,0,0.3264,510.5,1,0.7367,False,"[18295221.2, 20293689.35, 21640375.22, 23812810.17, 25520045.45]",
517,Yelahanka,13.090452,77.621128,1094.6,commercial,0.169,3.049,94.22,1983,sandy loam,False,1,0,0,0,0,0.0991,23754891.44,27417436.66,94.52,low,1,0,-0.2322,391.3,0,1.0913,False,"[16442466.15, 17153337.12, 18980873.33, 20303788.27, 21864175.69]",
518,Devanahalli,13.2912,77.70732,20318.59,agricultural,1.466,2.86,65.36,2013,sandy loam,False,3,0,0,0,1,0.2465,27982940.11,29272399.15,79.07,medium,3,0,0.1314,643.0,0,1.0513,False,"[17460233.82, 20763268.03, 22536585.49, 23896817.22, 25520234.36]",
519,Old Madras Road,13.003979,77.63315,1816.62,residential,4.753,3.159,84.26,1998,red laterite,False,1,0,1,0,0,0.3026,16105862.0,16881343.08,85.33,medium,1,1,-0.3223,412.7,0,0.739,False,"[10526761.94, 11435903.92, 12652107.24, 13444026.87, 15048373.51]",
520,HSR Layout,12.853021,77.646964,768.43,industrial,0.199,7.373,88.36,2016,sandy loam,False,4,0,0,0,0,0.1014,13889591.41,14309183.12,88.1,medium,4,0,0.1691,73.1,0,1.2484,False,"[9094071.97, 10304610.89, 10930902.44, 11852387.68, 12484864.56]",
521,Banashankari,12.923081,77.550847,1903.22,residential,1.098,0.746,63.73,1988,red laterite,False,0,0,0,0,1,0.0946,20161917.17,21245737.86,80.28,low,0,0,0.0331,443.8,2,1.0961,False,"[13549195.83, 14876600.88, 15939503.01, 16803251.84, 18260839.1]",
522,Yelahanka,13.123193,77.607142,841.77,industrial,5.751,1.519,87.17,2003,rocky,False,4,0,0,0,1,0.4138,9602790.58,10793225.95,87.2,medium,4,0,0.5442,198.7,0,0.7515,False,"[6136739.0, 7099386.42, 7641965.59, 7971591.97, 9008226.48]",
523,Old Madras Road,13.01013,77.633208,1400.93,residential,0.314,8.779,74.57,1992,black cotton,False,4,0,0,1,0,0.1272,11915972.05,13098144.54,79.98,high,4,0,-0.3265,248.8,0,0.8529,False,"[7545396.89, 8455046.55, 9645201.98, 10430170.46, 11342360.96]",
524,Hoskote,13.085007,77.819955,1080.72,residential,0.93,3.288,84.98,2023,rocky,False,2,1,0,0,0,0.707,5457521.32,5686548.01,89.02,medium,2,0,0.4027,1018.2,0,0.8985,False,"[3544863.82, 4025797.85, 4247464.82, 4665354.9, 5039879.78]",
525,Devanahalli,13.265564,77.704831,2514.77,residential,3.767,3.502,39.61,2009,alluvial,False,0,1,0,0,0,0.4004,13636081.25,15805483.02,63.61,low,0,0,-0.366,178.5,0,0.8983,False,"[8869961.32, 9467124.56, 10711140.49, 12122928.21, 12383599.51]",
526,Jayanagar,12.923701,77.597415,1955.16,residential,1.959,2.601,77.02,1998,alluvial,False,0,0,0,0,0,0.135,26257641.31,28912525.03,84.67,low,0,0,-0.2718,378.7,1,1.0527,False,"[16369370.02, 18249749.54, 22141419.65, 22825689.86, 24277675.79]",
527,JP Nagar,12.899812,77.569061,1310.93,residential,4.464,3.185,56.89,2020,alluvial,False,2,0,0,0,0,0.2549,14943947.51,15083334.51,71.88,low,2,0,-0.3593,180.7,1,0.8243,False,"[9733985.41, 10827678.83, 11614301.52, 12697209.66, 13850743.01]",
528,Sarjapur Road,12.904069,77.738963,828.82,residential,0.296,0.883,87.09,1989,rocky,False,0,1,0,1,0,0.1964,10492773.41,9898626.57,92.57,medium,0,0,0.1226,39.8,0,1.2031,False,"[6668208.9, 7471497.96, 8363389.19, 8814527.08, 10305991.43]",
529,Koramangala,12.938756,77.63841,27626.67,agricultural,6.332,3.166,50.67,2021,sandy loam,False,2,0,0,0,0,0.2078,87390792.37,88347637.12,67.1,low,2,0,-0.2334,241.7,1,1.1882,False,"[58120394.1, 60701496.27, 64707806.95, 73954452.3, 82469573.29]",
530,Hoskote,13.071782,77.855685,1472.86,residential,6.83,23.474,83.12,2023,black cotton,False,2,0,0,0,1,0.1691,5413654.26,5786841.34,66.63,medium,2,0,-0.2771,363.6,0,1.1115,False,"[3571979.95, 3885829.15, 4211666.83, 4557849.57, 4991109.55]",
531,Devanahalli,13.248703,77.730852,860.4,residential,0.422,3.339,75.52,1993,alluvial,False,1,1,0,1,1,0.6881,6090703.61,6588947.68,84.71,high,1,0,0.1107,209.4,0,1.008,False,"[3835635.22, 4336717.67, 4973784.4, 5144057.24, 5738768.29]",
532,Old Madras Road,12.995029,77.638771,600.0,commercial,0.1,0.5,51.52,2019,alluvial,False,1,0,0,0,0,0.285,10055909.66,11414861.65,75.27,low,1,0,0.1729,198.2,0,1.1687,False,"[6689879.7, 7023127.49, 7774551.21, 8863066.28, 9165807.99]",
533,Old Madras Road,13.025006,77.666588,600.0,commercial,11.474,6.367,76.5,1999,alluvial,False,0,0,0,0,0,0.0778,8247484.62,7945476.42,72.83,low,0,0,0.07,686.8,0,0.9503,False,"[5351382.74, 6274683.63, 6677135.88, 7106895.51, 7808838.94]",
534,Malleshwaram,13.015485,77.589012,4180.19,residential,1.646,2.02,80.9,1983,black cotton,False,2,1,0,0,0,0.0502,68952237.66,69590675.16,87.35,medium,2,0,0.0194,12.1,0,0.8696,False,"[44741835.42, 51049798.38, 51650376.15, 59106870.35, 61248424.92]",
535,Kengeri,12.87958,77.489866,843.89,residential,2.122,0.667,88.2,2017,alluvial,True,0,0,0,0,0,0.4,5432648.37,5202114.0,91.66,low,0,0,0.5172,140.2,0,1.2142,False,"[3548753.16, 3885845.39, 4439639.54, 4749419.75, 4995201.99]",
536,Mysore Road,12.942217,77.492608,2856.96,residential,2.392,7.937,56.45,2023,black cotton,False,2,0,0,0,0,0.6935,14883161.74,14083698.64,69.72,low,2,0,0.0965,668.0,1,1.0572,False,"[9553139.48, 10829195.81, 11587267.53, 12789882.91, 14233273.02]",
